,tier,summonerId,summonerName,leaguePoints,wins,losses,veteran,inactive,freshBlood,hotStreak,account_id
833,MASTER,5ommApRvJVyYK8xzgZCY4F3UKB2RbpMEGUkc09qiTdPIdHI,kaidtopkekeke,193,629,584,False,False,True,False,dKpyc9QxrsCkKzY9ncp6NujNhde4VILMTQ7IjBDd_nSMBOe6FiX3IK5e
834,MASTER,0v-ALNnNsMMOj6tDDYW5XXJdLg-OpVIf5TYXXlnBUwiN0Q,시로 렌,16,137,126,False,False,True,False,kJBCBowC3IJhCWM-z13k5zkYSwCg_c-LtUK7n3JV_2DY
835,MASTER,TyBrioHHloJhAgjGmwLZ3XU_r8nUUI4oydDZNmokLDecf1E,나의모험,129,231,156,False,False,False,False,ry4cX8U5fSa_LpUYqUyDQq41c0K3MIoecPp90qVNvcILpKJJCpHshZuD
836,MASTER,U64kVvzLiAfnDjE6TEZKBmBfGRMzt3469deNBzpZmTGy1Po,무조건 탑 동선,157,196,110,False,False,False,False,jeiv1b-o4M2dOlaf6j0o9aMCcC67HdwphaV-7JI8WT5kD77eRqVlU7Uc
837,MASTER,g07TjQMLVe9VS_PrN8L8LQyYKlXzILAjos2hQiGAJCfOGz4,zodls,132,161,144,False,False,False,False,gPRSn73fES2HHS_DlsUwmz4v9Xu-zc3e99GGcADAuwBI84k
838,MASTER,-ogpjhExwE9LTzZTr4WERQvv8RngCVxNQL-jLZqKC4p53yo,애니비아한다,18,571,561,False,False,False,False,cR4ETe57ig2VOYEzRKcl1C6vhmQGCz-vBo1CVQFZ78Wr
839,MASTER,B3HDxECBt0Q1lKd3pJQM22oFw_K7n16uYXG0Vlm4R1og4w8,I Love Rilli,194,401,386,False,False,False,True,8VEFnexD6EV21TEt81HqQ1tHKUOiJipMYC9S8F-V-QXmCx8
840,MASTER,FwyJdl7aC2Mjg0oktPvVQ6VFZl5O-kmkyYNsqTeaaFiUDVc,Victoria Island,67,695,690,False,False,False,False,AfNxpusNgbS4ASnWIPngPQYRTG11beeJhcIcJhqy5UMozHU
841,MASTER,93x4wRm3GKCy6oliJoppUuPngXCcQweM9TrGHAlAmJtWpJo,BRB JamDDing,178,680,632,False,False,True,False,dhl9blHoOhuIFnUeeZPH0QAVuOrDu9Ka-aGZkN70CL3z9FMXAvf_-_4Z
842,MASTER,cg52HBQnL95TVE9pDVRJpJ9bjp6ZQLafEHskhZKQXzsmLg,시계선생님,46,263,240,True,False,False,False,mC9RCx7NBbpA7AOOvnP8yI0Bry-ebHbQHezzbt_zgCcS
843,MASTER,8ML9XOR7GJcRH-44hCKreqetPaqcXzFs3G8_KqCZ81l6IPA,1범만,64,432,372,False,False,False,False,Cp3G_2D0bJJ61mIDI1NNupez7w8i8zj-M-q7anyxaqWKs84
844,MASTER,frU4yioWyna1jN1VpwZwGx2zi9BKBTa7I1x8qPU8ces3te8,손세이,0,287,243,False,False,True,False,2VgeDC3Igx_DqlkQNpfmtPkbxMRYm3Xi1jMseNYaUaHC3r0
845,MASTER,SCKASHEeO5vz3p_1YNQaQC4FYLjoJFv_SVu0oB0hne9vU1c,reaIIyreaIIyrea1,173,752,731,True,False,False,False,FGjD4SDr3493YzhK3xRYi24wVdvXNN_HJyssYMrb47jTwA8CfvHM3OVJ
846,MASTER,n2R2Vf6G_p60xMZa-G8AwAgMRh61iHbQyxfPez34uKvS18E,사파 심언국,132,380,301,False,False,False,False,IXLQ_P4cKisYwEsE2sDjQ0noo7na5ygMpyTYWv5xDWXmPvlvF3Lf-7HR
847,MASTER,bHkSH2u8tTPlbdzomhZnbjQt9TSGiRSF6QE97mJUn57lKQ,명예탑솔러,0,583,557,False,False,True,False,Yqz1rntCsMNS1WA6iPqS_m9niwQGyah_j8a8-5Fd5hSV
848,MASTER,VZMeqZUtuIWW1ME96_YfH2BXQPj4dp1dxKuP6nNCfYcerUI,no fight me push,0,1748,1766,False,False,True,False,KoYTUUs_xGYmWL1c5WuLCOjoIB-62e0RW4j9nYkSNTMsD_U
849,MASTER,1ce6cW9bqDMYZ9LRkTgqVu_rCxlht05XT5L_AByyNrgrNpw,룰루보다잘웃음,211,384,374,False,False,False,False,nOhG6uKm4Rl_uIY1hk80EZUvMhowQL1trduO9rlVFItxfp9BsCtfiAzN
850,MASTER,bx2bphAy8Dj_JaKInRkU5r68hLDT4uz8YXcV-PeR-df4oMs,536Ww,149,230,173,False,False,False,False,D7kTt4fsmPJkAoLvXiQ2maaADkTR3rVdm2shlsJ6RM06KwA
851,MASTER,Q5k1klytgL_IX1vPYYm2c95M7dwMTPkfeHQqcx5FywdhXA,에스퍼니까요,0,123,103,False,False,True,True,kRF2zNq4MWcPp-rjGwgj7C99utldTMvM_lSUMvCxC25y
852,MASTER,aOLc0PzEgWNuZ75i4AKY4QvSqShC2ZIIyP6HF0aYAC4ncoQ,똘러코스터,202,569,555,True,False,False,False,fFx3BsnBxayUsX170jju-5e1naBDfMi8qqV3-ikaoJJmZBs
853,MASTER,oiQfQMx4HbNEvFNpfw1zPvbDowfsZgASDAudH8KLHBvVmCs,유미장인친추좀,76,713,624,False,False,False,True,ZcRlX4KIDoEBpTFkPEGjBHF3kpKR_8ajO7pFcHh6CyDk9N68PxwJct87
854,MASTER,ZkC93mYZTl4mRSBC6TaveE8xTWVh_c66G-SOCAf_dW5JPEE,GSJ,212,226,192,False,False,False,False,4P7RwnbHxlOpdWeTGD1rG35VFhs4i5uzVzf0kPOBZVlPY6E0OSf43iGo
855,MASTER,9_1wtJHlstoEDfRFLJKc-UtrbApAuZjQZCJ9KsRnUj8Z8oo,혼자 놀래,67,121,101,False,False,False,False,WfLPt7vcAOYdbs0Rre20l66Ojwd1h5PqApmgRJLqZ3a_QW0
856,MASTER,VgTF630D4FLCTnLAED8dUr1K-WYCzmUh6m1uNViNQIH1iPc,바늘도둑이성낸다,39,314,319,False,False,True,False,qc3HmdVizW92xQ93cdv_fQDoM4KhiwdhJmHjuS6nSYuWF5h8UU8fw_Sk
857,MASTER,pX6ClWgf9vJqWEYj8ixZEZXfmcI6J3-WqwbSbqeajFN6Cpc,성균관대 류동연,78,525,503,False,False,False,False,8FEQhgaqppw2ewWPSAxvX7A21151oobkL6upjH8c9ZYZoAU
858,MASTER,gnBwV8EmBlCeZOGGD4H0YqeIneKicaseQ4NJHjlSc8AxVj4,썸탈래 랜턴탈래,0,60,35,False,False,True,False,RuloqOyLGN12ACz1djFyVj5PXfNm3o6CwBQwLCjhinkKxiA
859,MASTER,83USeGm2ZSKv5nroS3geVIX8Cuip_f0cFbiYEKU3NCpoJys,유현초 오승범,197,472,457,False,False,False,False,I9vJBI9rlKyt1DzVSIswAF7EXg32ZLXZ2qYAMEqxqI8i3bO8aGoUq2Mk
860,MASTER,qaVqCiJJzGxGn3n9SgRJal5DxYiZ4EPtFTWL5zbYdOyTGw,연남동 박해성,0,229,183,False,False,True,True,phEQIjOHEzY2mlLzi8RP1DdntpIE7vG7UCof1tplF2GL
861,MASTER,JxIuN6qT1Pgav4RImWSWUgb8kOqOk3lhHtcykFKtTN4ClQ,Rurouni Kenshin,240,848,843,False,False,False,False,XIz0oIAGcnQt1mhPmoBVgGdn_6s0gy6RGiUnRVrUcrFF
862,MASTER,aCxgI65NhL9CnlCKa8UXnNHeh5qP3aidYx47tQLvD-5Y2WY,tfiws,218,613,624,False,False,False,False,53Djx6qEsVqDJQFLtPH-32IvlHy3LpNkjujP0LWn83L7_3b8UoukDFN6
863,MASTER,_poVj6TWxuxRGO2tl5xEFvDEWK4b96-rAL7L9QuJwtumNrw,Heppykat,5,215,157,False,False,True,False,VZWsuLLdi5xc3QyRAVBZY8HFrNpvvimIEd0tMJhtfpAp29_2C8PTjmGn
864,MASTER,X2Mi3iayHjJSG6fiQs98O9_GRD3BKMoCx6x61COBnM0WhL4,예측 못하는 사람,140,269,192,False,False,False,False,LLuYTJPdYZX_DtoYexVS8lxe_18D8g7eSCpDVu4A8kaaJ-1YScK5jPoP
865,MASTER,voxguB-qbjDeqb7j5zpGQ5dvHDZxZRuPAS1XfncG9r0-mVQ,sfhn,216,698,652,True,False,False,False,y_6bf9r0zJajkKpo59DF2VxTRHwAwDK6dVsGgpmSV-n3E7w3u18mqMnT
866,MASTER,S4XF6qviLmB3t-nHYLlGG6JMA31mKLZWk4YkFoJFLutrHJA,Twitch 조우지1,0,544,512,False,False,False,False,xxZRlQkUXshlcSW2UsOck2eu0ojCtx0HVY8O04ZOYQD9piU
867,MASTER,4xMzXNSt6_YmN2XBSXzE5iZMkLU5FaY1YAIbxACJ2ucZgk4,라리사1,151,456,432,True,False,False,False,6DUzGvgs6RLtLUCdfk5dDAKxV1JzsDuUwZfPmf1AHsCaLyJpJvkObESR
868,MASTER,8QbCBoQqJrvL8D5QlUbla3qdDKJYYIqzpWi1mDccDgrrOrg,Lv 1 모구,100,455,410,False,False,False,False,iIb1gA5yR63RZPinRZyhxnPg1VN_5YgHW8ppYGf0olspreGvpfGPX_k9
869,MASTER,5_oyOkYgUc8SnJdG89QMClYaBJCIzsppB-FPVmr37W9dskI,막할게요,211,483,447,True,False,False,False,VcyxwLu7aXB3x3lykXqk6T4_PYeaMrLKtpd3tlrZyZe2Vi0
870,MASTER,AWoNrloO9iWruqd696ZOcGf10fPVin4Hcklt6YcANE7kAA,밥을꼭꼭씹어먹자,0,446,426,False,False,True,True,c99FgrF4IQjMChC3WUWM5cwwibQ20QzSTOq9Kz1tovce
871,MASTER,eRspKZqBpsbsh5CfKA69ufRTvbWo85U38DPbLuAGQeu__g,윤윤윤윤윤,0,248,222,False,False,True,False,3nyK1WVjX4JfGHxx3EadIbI83Rj5W--SzBEPh0287X5S
872,MASTER,hQXpXzxlJAn9eg7CUxI_mh5NvbgrVG9FsQj8K1uyC7evomXj,Digital Valley,12,296,198,False,False,True,False,zTHxsZ4A31kkNymgztE9lXXfbgtwxSa6JwnxDmWF83u65_PbU-xuUTyQ
873,MASTER,QUIRgtKQPqPWDZvlG_vZEAWIzzNOuMZjNxxvjFk4dOkC4Q,IlIIlIlIllll,29,234,230,True,False,False,False,SR1neUUjeV1oUckEflqzU-bVpzI6xG7ypze0VFGhjIc
874,MASTER,tZtyx1b2f06Yo0KgDMBTK9M2YW8ewwACLW5tGjMq49Sxk4A,superlative tool,15,1046,1026,False,False,True,False,2inCa0UsqCcDUGUNBTJXsYLNNoHJdFWQjzijPsT9ydxYFbY
875,MASTER,dnVmNQSEXc55sBJeziyRSYZLDiS1qxb7PkVsmxPSh93bJdY,StarSpring,299,232,207,False,False,False,False,-5sCnje2fmH-EGDuc48CwwP3MdLgEM87GbEyFEgnR2WyRqk_8A7njXIH
876,MASTER,y8AQdwWua6gfn_XYKN5CI_PTtdKvddYWlnidXE7yOPk4u8c,xihuan daye,299,293,270,False,False,True,False,JI2m2ZSKtrELvMLyxuKYyFHXzoBYPwR_Bq9aigpc1i4fJXxMCan9Zxem
877,MASTER,WaMj_Kh9mkYhKbXYOTx5Ex0ho0WFqYZePr0jtFQn1VFD1xM,미드 문근영,0,453,379,False,False,True,False,rr3HLGElZV_7Vw4uKaU-XeyRiiYeR7y-vzMMQn_4uGCSd04
878,MASTER,MPxVewF7HGbLs69IEuxixkWoSiFIpTHZUKv0SAYxqR0vBg,the shy 더 샤이 ,228,811,800,False,False,False,False,iPwDUpewcym5t1x-XcxoYV-JMM1efUPz_TJ16quk-6Rw
879,MASTER,jQcP5McdL8sXVnkyz2LJm0ZIpXkH1DTrTe7MAZk3kH42L7Y,noobmidOvO,0,167,122,False,False,True,False,sOzGzXYKWbpqEmbWrd-6IhviYaZbn-pcadmsl56m-X-drlw
880,MASTER,7_yRyRd0ZcWoxX_yi6DvLKMb90krt8Ujs8XR5HYsgHPTn0A,혜미펫,123,368,291,False,False,True,False,5Mo9VI0ni7vlJuaMh0uP74CTHqPPL0UjWnXEDvV2Z3Aiul7gDPkWzbXP
881,MASTER,t--G-wexhBoLC4yrz3NQhd1Fj-raP5cmBaxQYtiR26wLS3Q,킹재슥,0,826,758,False,False,True,False,e3YUYpenf9LkMgUmAgAfws5ubWg7NVMDDFgki1mDQQsg95c
882,MASTER,mkIWjjBewW-r71JI-dHfbha6zu9PVozMxixFH8jCJdnjZP0,Zhuimegc,55,311,275,False,False,False,False,YUiH2eF9Tvz4bcQHeG3N3GrK1TMfpA9YP5p7VF3my3VKErQTsyIDUvmk
883,MASTER,pAz_5rlrcybH74mtaSvrs9DT_tKL4TWXqG4RqCu2JwfTYiA,Leave It Alone,0,302,296,False,False,False,False,_GLDDQ49R5D9lY2HSbJvpWKogMqL7uLhNwIn32PzLneAzxg
884,MASTER,vg8O5_PEAoCsISzxj2RqimJvlrum0CtNW_KDkyFSfWQXONI,AKA Jugkiller,244,999,945,False,False,True,False,pcWGKSPj4xC4_zdVc_vRY5xu8mwi7mDt3zZUQHqDEqAhjTvL6j_-2-hi
885,MASTER,5rXtypxdN-xIfVo374kfPuzl9ZJjFCmWjzEhh_xzI7lgSg,well played66,300,236,204,False,False,True,False,8YGJKmfe0mwC8_rqMrhgClyRtIaqfXx1fUl36EPGGlgP
886,MASTER,55IrF7eU5_lVnTg6d0TpJ9r-juSzJ3YPXb46J578DAz-BnE,콩먹는콩벌렝,148,381,349,True,False,False,False,XfB0P0lkbnN-L9ScT2OD-HL6XEy9_BnL_GFrwdFc3Wkii38
887,MASTER,artmyGICiMJGeBd_HSmxFKPnYe5OVfhKuIhQqbvCXYSTsRc,연세영,202,443,363,False,False,True,False,5uSfpSqsJxslSJh0ECy9X8S2_HEMg8qlHdZkOPFnHSM_ARXEIvTHgHSb
888,MASTER,zyUrnNh0wB1jRxU1Vy6omhYgRpNN3vlPw6yFPLT2A9a_pw,howcanyourealize,0,126,48,False,False,False,False,LZPbliRJIHI8io1o7domue6rTn-HRfJSJ2cYpZBoEiJq
889,MASTER,hBlpWo_eEILyCMO-_88ACCjfBmoS9VjWisXJiprGyKJZsg,물침대에서,223,168,134,False,False,False,False,4F1DjlUtpYOH-lr2fEoH2uIU7JFqPvXoLozjCL41vuJE
890,MASTER,aEgAmr9CgblRUqiEEp9TC7pKtnolaUSK0vlUpJjN4LmakFY,sun9198,245,201,173,False,False,False,True,Na8wQwewxMbclB0-iSZBBmqmpMZLXdBCdZoLSfuI2l3Yluo
891,MASTER,pyR8RJIdh0KDyQSnLVR7xCALHo4xM9AXv72P6ICkojM1aoL2,Fire a gun,0,97,23,False,False,True,False,RiIEOl6KOxelDwt_vOirA_XWbEO6m3c5DHcjHdsfMt5IR6pBoAGWAgHN
892,MASTER,29vtAeuVa4WQJRgiQzuhZUMk-8pjKnt-bHZJfQ7BiLfliNLx,lanhe,25,445,369,False,False,True,False,ZM5gJ-0yoA5EIPJPzciOJNWHb0Ounuy2KMP8pSKjhmdcu6jOFJQFj7xH
893,MASTER,Sh5onvlAziURgDQF1W10Irm90ELlRgBVDhoKpgK5ERGsAw8,도하은,13,232,151,False,False,True,True,f_nv6t9lgzl09ufR8dSvn2KmIC-obP37ffJhGFC_C_Lxd3qSAK20ONDc
894,MASTER,5sisfxG_iZv2FQMvgJKNflxaNAn7jP4ftL-QjmfFL-eQlwk,아기섬,0,376,319,False,False,False,False,jaJWNEfcVpKf0kep3WcP_mNHbZYsakqxfwVDQOqT4TPa50A
895,MASTER,8fQF4c-HjiGvUqvDCGHWgmAOGhjTtW3F-WlA1ukXU2TMSLk,Izh,0,259,242,False,False,True,False,ewlv6QIwRZysPhV-OuS-Ude6H67YBPUHu0wRECwHn8Wi814
896,MASTER,xVDxgDkBZvfubK-lXXtqWnpI4HhaLBSxdLBGUw1JOeo5wiU,싱지후,73,358,332,False,False,False,False,MDbuY2OzRK-y-0m-ApgARzAf30q-_mFs9gyTGStWkZK_
897,MASTER,o83NpkebIdOLlagM9geF-DIFL60VsTPOEMWRO3K3xHlDmHA,최함몰,0,295,227,False,False,True,False,ksgXrd6xbs8oAn7r_ItKzEUuFoM8Wgmn2sjMKEWCZiuGJ1D-_GrZMKsb
898,MASTER,vb_ArvLbR8JPp0jTlJ-rywL_XiXj-aSCmPco3AzwsTfXeug,찹쌀 꿀 약과,0,487,385,False,False,True,False,BYamMJEFwlY7pAVPF1Zu48QM9SnVw7mEwSl-TL9X4SQdx3Y
899,MASTER,GwSLcDd4-KWSneucl_ohpO7_CFJd-7I6W2UZzGoeOFfKmCmP,wu yoo,40,200,128,False,False,False,False,CH-TYnJQ_PxxGwxkf7l0jAYhyTu9gimmNKLnlPDfQcQZXIe6hMHUZkBn
900,MASTER,e7rKD3L1foN0oBBWP7s1HLDXjUOluGvrwVCTJflVh-Oh9uQ,해삐 어네삐,173,664,652,False,False,False,False,QnVX1E-uw7ItsfRvdpKtL9RQSd7GFulUmNBV6iwJPWI_B_s
901,MASTER,pz2bnGM6oV4hvHzyOVVh6R-4Pt3EcUzy3mK8SfCBz1fLdp8,Ent is happy,306,481,451,True,False,False,False,ULq9D_qDxclZ6PF1um8Ol83dc_I7jCgIbmwxRVepu9TomNU
902,MASTER,Xh5jWkpA9_c7vnsQwCHnY5Op2H7uBvD3MXVKVEwVjZpf3sI,쏘What,20,578,559,False,False,True,False,0T3ma1iPi3gBsAqXcCUGCrmPafpGqHS0WdlV5usvepZnemw
903,MASTER,rs0K7XmEx8K0JyFfnbC3RvO_5OpSIl42QwwPWIzuG0jrVrI,HUYATV MG,417,1432,1442,False,False,True,True,PZUARV9MgHg1Dc73DnV-0TiqdMmZA7BY6deZRUhXZXy85e0
904,MASTER,fkT__kzHSQxd7CXfOKyds8b6MmD8FFs64Qe_d2LqIsgVOr8,hangxiao,325,536,484,False,False,True,False,eyqaXtQJ9c9pXmTsEwPYZ0HhEVESV1inSxgoSNiuZuryViTVVVEvcyg7
905,MASTER,KdJv5Bqn7NahPjxF6F9-FD7FAT2RLwjkAbtNKSQ8kHggAHk,LS AsuraBalBaltA,14,474,462,False,False,False,False,9J3ZmQiXYV_nOBFnZTkfQt4onkR8sVcFvnlXM6igNFuu9qw
906,MASTER,_x2PaLM3T1prjmRC_7P8MjtfXCvIw5IwJ0maqhITcNV2j_o,유튜브 승우아빠,229,266,268,True,False,False,True,_1Rp3m_cJJFm7v1GTyB8ABh84qbxGzdV06aCkl8We2TzTFs
907,MASTER,a08_P8Fonpbvpr1pa69uB7fSNIKnNfWMZEYN2k2JDg-gew,퇴물쓰레기서포터,242,619,614,False,False,False,False,cN4jIm2llKopcdyOELDwa9cc3pYQccg1B3CzZO0AUIn9
908,MASTER,Ne_ry02iGbZt_2pXKOo8ubsbFhNkdVOzwhW17sZlax5AEVY,애들아시끄러워,140,876,803,False,False,False,False,fOHFDhxNbNUnE904xWQIpjHBuQwRXzIoNs5vmlFM7sjkkKAtARptd4_N
909,MASTER,oth2awnXgSOW7FHMOyo7ec4OBacRBAh5UyRpILXXXHdeCro,오말년,0,373,294,False,False,True,False,gehegrsclZCtYTPc3q1YB48bzMMJegJBaSps9XGP-B6vsJxlDlA_fmwt
910,MASTER,kEhXOzdHIIxrHRYhoaAONnsmC-ow0UchGTgkKxIC8QlqMUs,스웨인      Swag,150,445,413,False,False,False,False,TFy4mcc60Xaas8IkjH0CHPfnGtqkotoo-OKbPoxiHTY8PIc
911,MASTER,S3lzQRYtLezWoQ1K9kCGXtiTbUIgAeUxpJNvUokkSrYdBpQ,순진하고 현명한,0,203,171,False,False,False,False,kYEbhhmZ6B6j18_ElbzvUhv_70wrbrDB9sR0uLHkItgMg2hfL7KNmQ7H
912,MASTER,9U2TrKUerZIuGAIPLCzVzBEJReEf8whKz77LMXht2S5jheA,19살 이범석,235,655,606,True,False,False,True,nKdLgGlWuk7oFseeS1idFQZIaJ3n_mTwXjP0vwXUKAX0irA
913,MASTER,W_zWSMxmZkwDsNuMlTJIHDTbW2o2ISUV92gVI5hsTAwmc0g,칼 둔기 도끼,14,288,263,False,False,True,False,7RGnBQy_guJamg3cHB1IvF6esZ4CtlpAZnfoYijHpP_b9MQ
914,MASTER,ShnMgC5wZ11mWGfSOQ6Sxy3zvs3ucPUUh_Gf9aOT4wkI7d4,풀뜯는원딜,0,179,98,False,False,True,False,bdolKFg28G3jlnbsPPa97rwKA8hjYmu1dcLPXJYWjPuN8XU
915,MASTER,2wRZkYilrX40HGln--VWYN8qjxYbSoF1q5qa51mOTSkpKzA,RankEmperor,309,577,542,False,False,True,False,_eOzRPDu9IVOrFxzomVsI_8axleOiWnsUjY1eT6worTMLRrp1caZXkyy
916,MASTER,qz2a8SzYwfxXUrfz0yuNeUk4YF6ojtDnxD-7FXi2GOMHhQ,모순 그리고 존재,354,980,960,False,False,True,False,Lww-436tJSc_HP7z7E8kjUd60U93fq6VoSUT8HSAh7Xv
917,MASTER,UFHPyNcv4JfTA_ZNMyIdoKHyt1LwGYb2y9GEV90fLalmoiA,is end,0,206,97,False,False,True,True,lWub7Qc-FdAPIK5T4BsgUGwSW8EFLAv7MP8RbefSzKI9MvESr-ETwnPv
918,MASTER,FRDBAycAFCtnqXmaB-M4lCwQR4DXi5wVbNfV3CKwX0B4tGg,IYl,221,784,751,False,False,True,False,1bmLMIeRWowHX_DNacesImo-O1yaIOnHX-xE2PAKDI3pCts
919,MASTER,ONyHuws_-66OApPxYAZZoDWIC4BNEjjKa2tJAwtoSI6mdrA,절세미인소연,365,303,241,False,False,True,False,ttnxWyIFDn4_zh_P5yb-7jd3CMJkk_OJ2zIdVImpuzJ2F8hdYAnTcB52
920,MASTER,x7XZzQoEKbGRtGXydGHOD-y9r5hDHOYb9JdvXgvzH8Rf6g,한치77,0,259,234,False,False,True,False,HgHaZYaO1DU9GgVI4mCueSxKeLlitdfmF50qlMs9ApS0
921,MASTER,M7adv9N1DcIxJQLqGRYm69ZRUjmZCphdRNjX137w8mBI_w,Mid Paradox,30,583,552,False,False,True,False,LaUoqpGC3FtDsKs0_4hyxD8L23RhGQdHIKgSw4-K0ro_
922,MASTER,CwgPIkmIlaqDyQKk5MuaWZNFzm9dPuV-2vmCwxdySAHw5Z8P,MiaoNiuYo0u0,216,318,235,False,False,True,True,UebHu9ugjkKoNqjUxD4LXqavM4B-FRp-_1pgB5t9b04UeDizqhZDMq4a
923,MASTER,gWnhFClgkI7DSFf8ia3bEw6BSVTUNqiFc3M1guVXFWU8URY,겸손  선량  정의,129,281,207,False,False,True,False,GFL-gAVZa78OEAZS26bNkw_VK3osjbfs-ZD9CekkX-1H_AdU5wsVsUqZ
924,MASTER,H7J3ae8768ZvsnCSs2u1hovcPqJi3Ib8b6bJiE4T-M9Bvp0,lissandraa,0,209,190,False,False,True,False,9-JrdRHwoi7HUtX4s7nDMiXc0flu0gVvOZJ1fruVxZVt-JQ
925,MASTER,-Kb2ZiGQnhHhZJqD6figQ23ZTkuW5FDrvmmmNNovMIWEU6A,KDA 나르,31,533,506,False,False,False,False,FFLECo_P7sx-IyvHSlpwhwH3PEsreNVl7gqDiG8SGB3Am5c
926,MASTER,O3MWwOp3ygaWNZYhQIIp1APFzVYHMQe41mhnd850CH7Bvc4,hadff,136,335,254,True,False,False,False,eREAZlrAgixq4Pq0sD1SKUJHqqCN45CaLUh6CvriHd-86fUqlSb0MbHK
927,MASTER,YS26u4D0OpbBkF4ng4DgiRRI8DhJKZAdSvjWx4tj-kk3o4A,크캣99,173,615,532,False,False,False,False,7OkttnYGPU95IL1ZOpiy3yfCCdeVwHhJ1wH8ZhjqM6anpDtvrfNEcxlU
928,MASTER,vvy90ymYPd9JdGcg-IMikL9GMgn8Tt6FGeaf8HWZi229rhw,DWG 김찬호,0,623,564,False,False,True,False,1-I-oUt35g8XFq5L266jAqBhVukGWi6atyzS3_3j2xXy1Q7HwRiRU6X5
929,MASTER,GmyGBSeZKmXH7caAn8um2gyELriv0TWX1KYu7g7VpIDT1A,지프렌드,23,294,286,False,False,False,False,jGzKI9paHzrthn0n38hz-aYrTZDhczA-VOC-LertqyPK
930,MASTER,uLb5azjO0oJIPvgApGNsgKxsaRauDfuGCWQbuIAfnPQf9KI,나는웃방천,0,240,201,False,False,False,False,o4t6yjJ54VcRHsuLawgW67g1IxfDjy8yG_pAbCDkutDu0Xc
931,MASTER,-tjJ11XsdxzNxnxJwT24EmviwfPol_UktZeQLQ7zA5Cpydw,lczz,0,337,274,False,False,True,False,Tbi3_wjksPuGPs6tHNIVN_aUSoPTIKSCvJEMxyKo16Jx4MLuWEyr6Xth
932,MASTER,kXf64fbrlMAAdCXCLkyzlXzxfuSJ8A_hohs7lUvAZciI508,삶을이어나갈용기,77,213,201,False,False,False,False,ZJYq2qpJvZaXYi06Mio-SSAiKPyWQhLHkTOkZEvLAmdjwGo
933,MASTER,V98X2mrkG2Hh2joEoG0NfY5QO5SEcGbX9Szdq6Tjkwp-z2k,xiao yi chu j1,197,289,264,False,False,False,False,kqESDCralXhczu4BXk2TXQP56OLG4YjAulgvqzideN2JbXI
934,MASTER,BUwecT1Cak_sqShsu2jOSQ0HyH1D36juMlaR44oT2MTLGD8,펜니르분신,411,364,302,False,False,True,True,g7eLcri_LQ4bsRYFqcM8S6CLF3OsciVvH9LDPhtp3d09eCk
935,MASTER,cvNRRLKpsN28TAKS5srg6lOsQxRfyd7LPzSXiZ3GZvWCzBk,IIIlIlIlIlIlIll,0,372,383,False,False,True,False,lcgG9CvIKcbDg5FNmiVH32v-giB7OhcYsOYJSmUSU7Ky_3g
936,MASTER,0UCuVfW7z0mvS9ph8bnndPvTDEC8TSxHAjEKx2Xxe0Uah2U,prob,370,245,221,False,False,True,False,vt4eFFyZGdonrH87zt38p67LGhnHbUA3iluSE6z6NQADRpz_6ZfGZLAS
937,MASTER,QNzClDgWtC1qrhcK_V9iygZbzLIfrZuhUldR0CLd2CuDHi4,a Pain,303,208,123,False,False,False,True,sml1WaoT8swFVckpKhvlas1ZmNcdVdiVJHHL8vkCIDMB3dtBYSu0TtkK
938,MASTER,qpaupp3P9eCbnyJXEd2jBkQ1ivs0LoC5xxyUJs4fQhxHe34,너를 찾아가는 길,0,352,333,False,False,True,False,gr0H-Cl_yZsVp1K4JEyHrQ08UZ7UVohFn_i3fsMu4p8HYbLRZFz-if6L
939,MASTER,5KmUlLk7Gv-MSrV1Df4sLnQpwnJRDhmUzJBhbXQGW-YlLA,Discord,45,123,28,False,False,False,False,Q-YNduGhwMlrTQpxeO421ZsEGGY0M75pIuSAWbrShJOR
940,MASTER,luxrHWDDAQYCblaaltF2suc0Kw58bQwZVPe72jpFEPZLFjc,썰 렘,229,404,326,False,False,False,False,F1ZELV1x42KsfodOy5KMFlqdrJmBPkSui2G8UUh4RpNZPn-lE_FGnU2g
941,MASTER,cPUBTuZLC3xiV6z2crfEnKbmDUeehDwsQ5JDKE_tSs5fZ6Q,ALanlanlan,37,256,184,False,False,True,False,DpWxbYjYJ0NnviJZCGd2N_RkFHYtvU2VcOiMe35ylrIBVrTcWck840gZ
942,MASTER,VS7ELjbMwKAFN2_AhOOeZX-Z-kP_Y2wT_iEwWCJvJnQftVc,FA Tiger,123,927,907,False,False,True,False,VHlcIpsRpPi_YWG-_tXmuE5lZm2KrtY6ug2I7pVi1RLn6oE
943,MASTER,x8rBs7YTyci2LazRL-948Z8YpkcHJKkX6_bz1FWa2-Ib23Q,1vs9VladPlayer,63,52,39,False,False,False,False,gaaHPd0_AeyutPqIl-uqoZhxkJLoYkSmDX7ABfvnBDkTwl8
944,MASTER,56nXoVIgw_tFX39PVwuGvZffKlQ0Y1thMtp4wm8d4tTJ1uM,20011203sup,245,326,265,True,False,False,False,B6RhGIpdVowARGKLmnS20QEp-nvI3xosa-cDeFGENaSmTJeJ7ifc9aUG
