,gameId,teamId,champ_WR_dif,user_champ_WR,top_tier,jug_tier,mid_tier,carry_tier,support_tier,c_top_tier,c_jug_tier,c_mid_tier,c_carry_tier,c_support_tier,slayer,tank,fighter,mage,marksman,controller,c_slayer,c_tank,c_fighter,c_mage,c_marksman,c_controller,match_cnt,win
0,4750285448,200,0.009799999999999986,32.6,6.0,5.0,6.0,4.0,1.0,3.0,3.0,2.0,1.0,3.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,195.0,False
0,4750297372,100,-0.03668000000000001,50.6,2.0,2.0,2.0,5.0,4.0,6.0,4.0,2.0,2.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,49.6,True
0,4750418820,100,0.03298000000000002,47.4,2.0,1.0,5.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,250.0,False
0,4750465086,100,0.015900000000000004,46.8,2.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,5.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,13.4,True
0,4750478070,200,-0.004280000000000006,49.2,2.0,3.0,3.0,1.0,1.0,3.0,3.0,4.0,6.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,168.8,False
0,4750518848,200,-0.0014000000000000013,59.4,2.0,3.0,5.0,2.0,2.0,5.0,2.0,1.0,6.0,3.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,10.8,True
0,4750532185,200,-0.005660000000000021,52.2,1.0,1.0,2.0,2.0,5.0,2.0,4.0,3.0,2.0,5.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,93.2,False
0,4750535422,100,0.01117999999999999,64.2,6.0,2.0,2.0,1.0,2.0,5.0,1.0,5.0,3.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,102.4,True
0,4750562377,100,-0.0052399999999999895,55.4,2.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,250.4,True
0,4750565368,200,-0.006700000000000017,59.8,1.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,55.8,True
0,4750636615,200,0.006359999999999988,52.2,6.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,79.4,False
0,4750662932,200,-0.011280000000000002,44.4,6.0,2.0,1.0,3.0,5.0,1.0,3.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,76.8,False
0,4750674873,200,0.03143999999999999,53.2,5.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,290.6,False
0,4750710992,100,0.01212000000000001,45.4,6.0,1.0,4.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,238.2,False
0,4750721302,100,0.002599999999999969,52.4,4.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,16.0,False
0,4750727679,200,0.016839999999999987,58.6,2.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,50.4,False
0,4750763799,100,-0.00526000000000002,64.0,1.0,3.0,2.0,4.0,1.0,3.0,1.0,3.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,183.6,True
0,4750883044,200,0.013279999999999981,60.2,6.0,1.0,2.0,2.0,5.0,3.0,4.0,1.0,1.0,5.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,31.8,True
0,4750885082,200,0.006220000000000003,57.4,5.0,1.0,5.0,2.0,3.0,4.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,480.0,True
0,4750900711,200,0.009899999999999975,49.6,2.0,3.0,2.0,6.0,2.0,3.0,2.0,3.0,1.0,3.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,321.6,False
0,4750944610,100,0.02427999999999998,59.8,1.0,2.0,3.0,2.0,2.0,5.0,1.0,2.0,4.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,102.6,True
0,4750959999,200,-0.0005800000000000027,68.4,2.0,3.0,2.0,4.0,5.0,3.0,2.0,1.0,5.0,3.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,125.0,True
0,4750960109,100,0.011239999999999995,56.2,6.0,1.0,5.0,1.0,1.0,6.0,2.0,1.0,3.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,57.6,False
0,4750962355,100,-0.023039999999999995,45.0,2.0,5.0,5.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,13.0,False
0,4750982405,100,0.009260000000000013,55.0,6.0,1.0,2.0,2.0,2.0,6.0,2.0,2.0,4.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,62.0,False
0,4750997360,100,0.021659999999999992,32.0,5.0,1.0,3.0,5.0,6.0,5.0,6.0,4.0,2.0,5.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,14.6,False
0,4751017618,100,0.018940000000000023,66.4,2.0,4.0,3.0,2.0,3.0,2.0,2.0,6.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,147.2,True
0,4751074036,100,-0.00028000000000004687,44.6,4.0,4.0,3.0,1.0,1.0,1.0,1.0,4.0,6.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,190.2,False
0,4751100153,200,-0.006300000000000039,54.8,1.0,5.0,3.0,1.0,1.0,3.0,3.0,4.0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,334.2,False
0,4751129908,100,-0.01045999999999998,61.6,2.0,2.0,2.0,2.0,3.0,2.0,1.0,4.0,3.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,57.6,False
0,4751134267,200,0.016439999999999975,47.8,1.0,3.0,2.0,4.0,2.0,2.0,3.0,6.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,40.6,False
0,4751231667,200,-0.006260000000000021,68.0,2.0,2.0,6.0,6.0,4.0,3.0,6.0,4.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,38.6,True
0,4751266416,100,0.006940000000000013,48.0,2.0,6.0,5.0,3.0,2.0,6.0,2.0,6.0,2.0,3.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,11.2,False
0,4751275177,100,-0.0036800000000000166,61.4,3.0,2.0,2.0,1.0,3.0,1.0,3.0,3.0,2.0,2.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,233.0,True
0,4751298079,200,-0.004019999999999979,47.6,1.0,4.0,4.0,5.0,3.0,3.0,3.0,5.0,2.0,4.0,0.0,3.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,194.2,False
0,4751305862,100,0.022039999999999994,49.8,5.0,1.0,5.0,2.0,1.0,4.0,2.0,3.0,6.0,6.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,261.6,True
0,4751306655,100,-0.0009200000000000208,55.4,5.0,3.0,2.0,1.0,4.0,1.0,2.0,3.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,46.0,True
0,4751342179,200,0.0032399999999999985,73.6,1.0,1.0,3.0,6.0,3.0,4.0,2.0,4.0,2.0,4.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,332.6,True
0,4751349551,100,0.00763999999999998,32.8,1.0,2.0,4.0,2.0,2.0,2.0,6.0,2.0,2.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,104.2,False
0,4751579836,200,-0.003479999999999983,31.2,2.0,3.0,4.0,2.0,1.0,5.0,2.0,2.0,6.0,6.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,4.0,False
0,4751599212,100,0.012499999999999989,50.4,1.0,2.0,3.0,2.0,5.0,2.0,3.0,6.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,36.2,False
0,4751609645,200,-0.015279999999999993,57.6,1.0,1.0,4.0,1.0,3.0,6.0,2.0,2.0,2.0,3.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,566.8,True
0,4751744260,100,-0.03506,51.6,2.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,3.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,96.6,False
0,4751755920,200,-0.014940000000000042,65.6,1.0,4.0,5.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,25.0,True
0,4751761855,100,-0.009140000000000014,43.2,2.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,5.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,10.6,False
0,4751789156,100,0.01541999999999999,54.0,2.0,2.0,5.0,2.0,3.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,109.0,True
0,4751806269,100,0.0049400000000000225,64.8,5.0,2.0,2.0,2.0,5.0,4.0,3.0,3.0,4.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,63.2,True
0,4751910068,200,0.012080000000000002,50.0,2.0,1.0,2.0,4.0,2.0,3.0,1.0,1.0,2.0,3.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,6.4,True
0,4751925333,100,-0.00753999999999998,66.8,3.0,1.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,4.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,128.6,False
0,4751937015,200,0.013000000000000022,47.8,6.0,6.0,4.0,2.0,2.0,2.0,1.0,3.0,3.0,5.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,76.2,False
0,4751943157,200,0.012339999999999973,51.2,1.0,3.0,2.0,2.0,2.0,6.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,147.2,False
0,4751963510,200,-0.01906000000000001,41.2,6.0,6.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,36.8,False
0,4751991627,200,-0.009560000000000003,50.6,1.0,4.0,3.0,3.0,3.0,2.0,3.0,6.0,5.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,49.4,False
0,4751997795,100,-0.027680000000000017,58.8,5.0,5.0,4.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,73.6,True
0,4752014051,100,-0.010960000000000003,72.8,2.0,4.0,3.0,2.0,2.0,1.0,2.0,4.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,16.0,True
0,4752029604,100,-0.006920000000000015,54.4,2.0,6.0,3.0,2.0,1.0,3.0,2.0,2.0,5.0,3.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,104.4,False
0,4752062141,100,-0.005700000000000027,59.8,1.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,4.0,4.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,140.6,True
0,4752080252,100,0.013519999999999999,50.2,2.0,1.0,2.0,2.0,2.0,2.0,3.0,6.0,4.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,57.6,False
0,4752123560,200,0.0062599999999999765,51.4,6.0,3.0,2.0,2.0,2.0,1.0,2.0,6.0,4.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,52.2,False
0,4752160208,100,-0.01754000000000002,63.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,107.4,False
0,4752223406,100,0.003539999999999999,50.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,48.8,False
0,4752238624,200,0.017059999999999974,54.2,2.0,3.0,4.0,3.0,2.0,4.0,1.0,1.0,2.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,148.4,True
0,4752309638,100,-0.007539999999999991,56.0,4.0,2.0,3.0,4.0,3.0,1.0,3.0,4.0,3.0,4.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,244.4,True
0,4752318308,100,0.012679999999999992,57.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,5.0,5.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,246.4,True
0,4752319571,200,-0.015680000000000006,50.8,3.0,2.0,2.0,1.0,1.0,5.0,3.0,4.0,2.0,3.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,110.4,True
0,4752427539,100,-0.013100000000000011,55.8,1.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,67.6,True
0,4752482858,200,0.001079999999999981,50.8,4.0,2.0,4.0,5.0,4.0,2.0,1.0,5.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,81.8,False
0,4752499505,200,0.009860000000000013,73.4,1.0,3.0,2.0,1.0,5.0,4.0,2.0,6.0,5.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,14.8,True
0,4752515597,200,0.003399999999999992,57.6,3.0,3.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,342.8,False
0,4752521764,200,-0.0049000000000000155,55.6,2.0,2.0,3.0,2.0,4.0,1.0,3.0,3.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,31.6,False
0,4752522816,200,0.021160000000000012,38.2,3.0,3.0,2.0,3.0,5.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,8.0,False
0,4752536364,200,-0.005899999999999994,55.4,3.0,4.0,5.0,1.0,2.0,5.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,226.2,True
0,4752537702,100,-0.00868000000000001,44.4,2.0,6.0,3.0,2.0,5.0,3.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,40.0,False
0,4752553674,200,0.00039999999999998923,53.8,3.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,5.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,39.4,False
0,4752582005,100,0.009620000000000007,55.4,1.0,1.0,2.0,4.0,1.0,5.0,3.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,99.8,False
0,4752585961,200,0.004659999999999975,59.8,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,15.2,True
0,4752593344,200,-0.0030400000000000314,68.0,5.0,3.0,5.0,2.0,4.0,4.0,4.0,3.0,4.0,3.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,18.0,True
0,4752615796,100,-0.014660000000000006,45.8,2.0,1.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,18.0,False
0,4752741178,200,0.012959999999999972,54.0,5.0,3.0,2.0,1.0,2.0,6.0,2.0,3.0,3.0,4.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,24.8,True
0,4752742042,100,-0.009139999999999971,58.8,2.0,3.0,2.0,4.0,2.0,1.0,4.0,1.0,2.0,2.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,62.8,False
0,4752745291,100,0.005040000000000033,52.2,2.0,1.0,2.0,3.0,2.0,6.0,2.0,2.0,4.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,24.2,True
0,4752759333,200,0.010939999999999972,53.4,6.0,3.0,2.0,2.0,2.0,1.0,3.0,4.0,5.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,26.2,True
0,4752787828,100,0.015600000000000013,55.2,2.0,1.0,3.0,2.0,3.0,4.0,4.0,2.0,2.0,3.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,88.2,False
0,4753092466,100,-0.00893999999999997,56.0,1.0,1.0,2.0,2.0,2.0,4.0,3.0,6.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,428.6,True
0,4753113734,100,0.016479999999999995,69.2,6.0,4.0,3.0,4.0,2.0,4.0,2.0,2.0,4.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,175.8,True
0,4753199076,200,-0.023380000000000022,54.4,1.0,2.0,3.0,2.0,2.0,5.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,122.2,True
0,4753208537,100,-0.025419999999999988,49.2,1.0,3.0,3.0,4.0,5.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,229.4,True
0,4753216477,200,0.008219999999999995,58.0,2.0,2.0,4.0,4.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,257.0,True
0,4753412892,200,0.013140000000000008,43.4,2.0,2.0,2.0,4.0,2.0,3.0,2.0,4.0,4.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,23.4,True
0,4753424817,100,-0.011919999999999986,53.0,1.0,2.0,6.0,2.0,1.0,6.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,322.8,False
0,4753533174,200,-0.01796000000000002,64.0,2.0,3.0,5.0,1.0,5.0,3.0,3.0,1.0,3.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,6.8,False
0,4753615821,100,-0.0008800000000000252,49.6,2.0,2.0,5.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,13.6,True
0,4753618659,200,-0.040159999999999994,64.8,6.0,2.0,3.0,1.0,4.0,1.0,3.0,2.0,6.0,5.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,21.6,True
0,4753645550,100,0.007219999999999949,61.2,1.0,2.0,4.0,6.0,2.0,4.0,1.0,1.0,6.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,210.0,True
0,4753678311,200,0.006639999999999946,54.4,2.0,1.0,2.0,2.0,1.0,5.0,3.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,24.2,False
0,4753685020,200,0.03700000000000001,39.2,3.0,2.0,4.0,4.0,2.0,1.0,1.0,2.0,2.0,6.0,0.0,1.0,3.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,21.8,False
0,4753717391,100,0.0017399999999999749,46.4,2.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,17.8,False
0,4753759830,200,-0.01255999999999997,69.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,65.6,True
0,4753825989,200,-0.0010200000000000098,43.6,1.0,1.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,36.8,False
0,4753840404,100,0.01140000000000001,55.2,2.0,2.0,1.0,1.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,210.4,False
0,4753850476,100,0.03223999999999999,58.8,3.0,2.0,3.0,3.0,3.0,5.0,5.0,3.0,2.0,5.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,14.6,True
0,4753852282,100,0.019819999999999983,58.4,5.0,4.0,2.0,2.0,3.0,3.0,1.0,6.0,4.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,17.6,True
0,4753869678,100,-0.011919999999999986,50.0,2.0,4.0,2.0,2.0,5.0,6.0,2.0,6.0,6.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,40.6,False
0,4753888910,100,0.006899999999999962,50.2,1.0,6.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,120.2,True
0,4753967009,200,-0.009199999999999996,51.6,1.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,443.2,True
0,4754018352,200,0.0022599999999999955,62.6,3.0,2.0,5.0,4.0,2.0,2.0,2.0,3.0,2.0,6.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,13.6,True
0,4754023981,200,-0.013340000000000008,47.4,2.0,3.0,3.0,4.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,60.4,False
0,4754040997,200,-0.0009599999999999831,48.2,2.0,3.0,2.0,1.0,5.0,1.0,2.0,2.0,4.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,34.0,False
0,4754051745,100,0.02011999999999996,42.8,2.0,2.0,5.0,1.0,1.0,2.0,6.0,4.0,2.0,4.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,54.0,False
0,4754051913,200,0.0023599999999999953,35.2,3.0,2.0,1.0,4.0,1.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,19.0,False
0,4754090448,200,-0.009740000000000004,72.0,2.0,1.0,2.0,3.0,3.0,6.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,44.4,True
0,4754118632,100,-0.002320000000000011,59.4,1.0,3.0,2.0,2.0,5.0,5.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,20.4,True
0,4754128860,200,-0.0021400000000000086,58.6,2.0,1.0,3.0,2.0,2.0,3.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,258.2,True
0,4754149650,200,0.004180000000000006,57.0,5.0,1.0,3.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,267.2,False
0,4754257386,200,-0.00371999999999999,51.6,2.0,2.0,2.0,1.0,3.0,3.0,3.0,6.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,53.0,False
0,4754264964,200,0.014879999999999994,48.0,2.0,6.0,3.0,1.0,4.0,2.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,31.4,False
0,4754304701,200,0.009360000000000002,33.8,5.0,2.0,4.0,3.0,3.0,6.0,2.0,3.0,2.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,28.0,True
0,4754321390,100,0.00876,41.6,5.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,222.2,False
